,Unnamed: 0,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,Temp_degC,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Demand 300,Demand 550,Demand 850,Emissions 300,Emissions 550,Emissions 850,Count300,Count550,Count850,Temp 300,Temp 550,Temp 850,Industry,Company
72,33068,PACE,SANTA ROSA COUNTY,12113,CHP and/or Cogeneration Process,1008023,325199,325199,2015,FL,260,Riley Stoker Boiler,"OB (Boiler, other)",30.59593,-87.13858,Facility,POINT (-9700222.354048934 3580383.399720519),TAMINCO INC,447.387303269,447.387303269,1190.425656603,0.022522881,0.022522881,0.0599297429999999,4,4,6,220.00000000000003,220.00000000000003,457.18791064420384,Other Basic Organic Chemicals,"Taminco US, Inc."
74,33070,EL DORADO,UNION COUNTY,5139,CHP and/or Cogeneration Process,1008036,325199,325199,2015,AR,260,CP-Great Lakes Chemical - South Plant,OCS (Other combustion source),33.109833,-92.678806,Facility,POINT (-10316957.49124859 3909891.547862812),GREAT LAKES SOUTH,9212.606503,9212.606503,24513.264153,0.463791266,0.463791266,1.234073963,2,2,3,220.0,220.0,457.18791062301005,Other Basic Organic Chemicals,CHEMTURA CORP
75,33071,EL DORADO,UNION,5139,CHP and/or Cogeneration Process,1006968,325199,325199,2015,AR,260,CP-Great lakes Chemical - Central Plant,OCS (Other combustion source),33.184744,-92.706867,Facility,POINT (-10320081.22747974 3919851.39148322),GREAT LAKES CHEMICAL/CENTRAL,279.18015812,279.18015812,743.1318618360001,0.014054798,0.014054798,0.037411556,2,2,4,220.0,220.0,457.2414055515057,Other Basic Organic Chemicals,CHEMTURA CORP
77,33073,Belle Chasse,PLAQUEMINES PARISH,22075,CHP and/or Cogeneration Process,1007694,325199,325199,2015,LA,260,GP-Natural Gas Fired Sources,OCS (Other combustion source),29.80825,-90.01,Facility,POINT (-10019867.36630256 3478925.904483287),Chevron Oronite Oak Point,692.2552085929999,692.2552085929999,1841.979768333,0.034850279,0.034850279,0.092730989,10,10,15,220.00000000000003,220.00000000000003,457.18791064496446,Other Basic Organic Chemicals,CHEVRON CORP
78,33074,McIntosh,WASHINGTON COUNTY,1129,CHP and/or Cogeneration Process,1010704,325199,325199,2015,AL,260,GP-1,OCS (Other combustion source),31.25639,-88.01305,Facility,POINT (-9797567.909162927 3666091.221355721),Tate & Lyle Sucralose LLC,7576.134411570001,7576.134411570001,20158.87513067,0.38140617,0.38140617,1.014860477,16,16,24,220.0,220.0,457.1879106480226,Other Basic Organic Chemicals,Tate & Lyle Sucralose LLC
79,33076,THEODORE,MOBILE COUNTY,1097,CHP and/or Cogeneration Process,1007041,325199,325199,2015,AL,260,GP-4301NGCombustion,OCS (Other combustion source),30.516944,-88.14028,Facility,POINT (-9811731.087976554 3570172.752527189),EVONIK CORPORATION,15.978191741,15.978191741,6320.7277431580005,0.0008043919999999,0.0008043919999999,0.3182050449999999,2,2,14,220.0,220.0,599.0393965523745,Other Basic Organic Chemicals,EVONIK INDUSTRIES
80,33078,BATON ROUGE,EAST BATON ROUGE,22033,CHP and/or Cogeneration Process,1003003,325199,325199,2015,LA,260,CP-Sitewide,OCS (Other combustion source),30.50986,-91.18465,Facility,POINT (-10150628.80616287 3569257.39821901),Eco Services Baton Rouge Site,11558.452531808,11558.452531808,31144.156057482003,0.5818885180000001,0.5818885180000001,1.5678937530000003,22,22,33,220.00000000000003,220.00000000000003,458.9715529943902,Other Basic Organic Chemicals,Eco Services Operations LLC
81,33080,SOUTH CHARLESTON,Kanawha,54039,CHP and/or Cogeneration Process,1000272,325199,325199,2015,WV,260,Boiler 26,"OB (Boiler, other)",38.3688,-81.6786,Facility,POINT (-9092420.160707476 4631656.688832642),UCC South Charleston Plant,335.4683625,335.4683625,892.6273562,0.016888521,0.016888521,0.044937638,2,2,3,220.0,220.0,457.1879106498753,Other Basic Organic Chemicals,THE DOW CHEMICAL CO
82,33081,DEER PARK,HARRIS COUNTY,48201,CHP and/or Cogeneration Process,1000620,325199,325199,2015,TX,260,CP-1,OCS (Other combustion source),29.71725,-95.11478,Facility,POINT (-10588128.87651424 3467256.498727971),LUBRIZOL DEER PARK PLANT,65.07555577,65.07555577,173.15558717,0.003276106,0.003276106,0.008717191,2,2,3,220.0,220.0,457.1879106140424,Other Basic Organic Chemicals,BERKSHIRE HATHAWAY
84,33095,IOWA FALLS,HARDIN COUNTY,19083,CHP and/or Cogeneration Process,1003146,325199,325199,2015,IA,260,GP-1,OCS (Other combustion source),42.512112,-93.264461,Facility,POINT (-10382152.30762912 5238002.718868382),Cargill Incorporated,16450.639965099,16450.639965099,19651.986129594,0.828176371,0.828176371,0.989342093,8,8,21,220.0,220.0,281.90272751496354,Other Basic Organic Chemicals,CARGILL INC
85,33096,CLAYPOOL,KOSCIUSKO COUNTY,18085,CHP and/or Cogeneration Process,1002988,325199,325199,2015,IN,260,Boiler 1,"OB (Boiler, other)",41.12536,-85.89133,Facility,POINT (-9561379.119157022 5030849.856429011),LOUIS DREYFUS AGRICULTURAL INDUSTRIES LL,5476.0597769000005,5476.0597769000005,9068.6000029,0.275681881,0.275681881,0.45654153,3,3,4,220.0,220.0,370.5376006708248,Other Basic Organic Chemicals,Louis Dreyfus Commodities
86,33097,Deerfield,VERNON,29217,CHP and/or Cogeneration Process,1010610,325199,325199,2015,MO,260,CP-1,OCS (Other combustion source),37.80725,-94.585301,Facility,POINT (-10529187.54384851 4552232.372328158),ADM Deerfield,2543.506581532,2543.506581532,6830.61115469,0.128048021,0.128048021,0.343874172,14,14,60,220.0,220.0,458.4998502925285,Other Basic Organic Chemicals,Archer Daniels Midland
87,33191,LONGVIEW,Harrison,48203,CHP and/or Cogeneration Process,1007438,325199,325199,2015,TX,260,1,Electricity Generator,32.4472,-94.6917,Facility,POINT (-10541031.82634942 3822156.79306204),Eastman Chemical - Texas Operations,1438.336731094,1438.336731094,3827.182700981,0.072410306,0.072410306,0.192672254,12,12,18,220.00000000000003,220.00000000000003,457.1879106592895,Other Basic Organic Chemicals,Eastman Chemical Company
88,33193,GEISMAR,ASCENSION,22005,CHP and/or Cogeneration Process,1004208,325199,325199,2015,LA,260,EQT0318,"CCCT (CC (Turbine, combined cycle))",30.209725,-91.012892,Facility,POINT (-10131508.7930632 3530536.623079157),BASF CORP - GEISMAR SITE,392.730032465,392.730032465,1044.991449966,0.019771227,0.019771227,0.052608095,6,6,10,220.0,220.0,457.1879106364405,Other Basic Organic Chemicals,BASF CORP
89,33196,PLAQUEMINE,IBERVILLE,22047,CHP and/or Cogeneration Process,1004314,325199,325199,2015,LA,260,PWR2_GAT_GT-100 GAS TURBINE,"CCCT (CC (Turbine, combined cycle))",30.320903,-91.239015,Facility,POINT (-10156680.69027985 3544865.984869685),The Dow Chemical Company -- Louisiana Operations,184.40288644,184.40288644,490.66642154,0.009283415,0.009283415,0.024701674,2,2,3,220.0,220.0,457.18791062312897,Other Basic Organic Chemicals,THE DOW CHEMICAL CO
90,33197,VICTORIA,VICTORIA,48469,CHP and/or Cogeneration Process,1001781,325199,325199,2015,TX,260,Cogen,"CCCT (CC (Turbine, combined cycle))",28.673056,-96.953611,Facility,POINT (-10792826.60708913 3334098.837220313),INVISTA S.a r.l.,478.4211663100001,478.4211663100001,1273.00177461,0.024085209,0.024085209,0.064086868,4,4,6,220.0,220.0,457.18791063469126,Other Basic Organic Chemicals,KOCH INDUSTRIES INC
92,33203,SEADRIFT,CALHOUN,48057,CHP and/or Cogeneration Process,1002967,325199,325199,2015,TX,260,ES_BLR_COGEN 11 BOILER,"SCCT (CT (Turbine, simple cycle combustion))",28.510636,-96.771527,Facility,POINT (-10772557.10892753 3313507.186543845),UCC SEADRIFT OPERATIONS,149.49581443,149.49581443,397.78431738,0.007526084,0.007526084,0.0200256989999999,6,6,9,220.00000000000003,220.00000000000003,457.18791063064623,Other Basic Organic Chemicals,THE DOW CHEMICAL CO
93,33208,Freeport,BRAZORIA COUNTY,48039,CHP and/or Cogeneration Process,1011834,325199,325199,2015,TX,260,PWR6_GT67,"SCCT (CT (Turbine, simple cycle combustion))",29.18949785,-95.45158629,County,POINT (-10625621.98121301 3399787.044736876),Unknown,170.27799695000002,170.27799695000002,453.08236255,0.008572324,0.008572324,0.022809575,2,2,3,220.0,220.0,457.1879106552964,Other Basic Organic Chemicals,OLIN CORP
94,33212,PLAQUEMINE,Iberville,22047,CHP and/or Cogeneration Process,1000816,325199,325199,2015,LA,260,800,Electricity Generator,30.3215,-91.2392,Facility,POINT (-10156701.28438565 3544942.974047909),Plaquemine Cogen Facility,1255.6577188,1255.6577188,3341.1032308,0.063213715,0.063213715,0.168201529,2,2,3,220.0,220.0,457.1879106441885,Other Basic Organic Chemicals,THE DOW CHEMICAL CO
95,33540,Waggaman,JEFFERSON PARISH,22051,CHP and/or Cogeneration Process,1004570,325199,325199,2015,LA,260,GP- LFG,OCS (Other combustion source),29.958889,-90.270472,Facility,POINT (-10048862.97670846 3498266.501589607),Cornerstone Chemical Company,1892.4522378,1892.4522378,5035.5110238,0.095271932,0.095271932,0.2535032869999999,2,2,3,220.0,220.0,457.18791062812255,Other Basic Organic Chemicals,H.I.G. BBC Holdings Corporation
96,33541,HOPEWELL,Hopewell,51670,CHP and/or Cogeneration Process,1000630,325199,325199,2015,VA,260,FU-17,"OB (Boiler, other)",37.3016,-77.2719,Facility,POINT (-8601868.560628757 4481229.731181907),HONEYWELL INTERNATIONAL INCORPORATED - HOPEWELL,145.96614108,145.96614108,388.39242438,0.00734839,0.00734839,0.019552883,2,2,3,220.0,220.0,457.1879106577748,Other Basic Organic Chemicals,"HONEYWELL INTERNATIONAL, INC"
97,33542,PORT LAVACA,CALHOUN,48057,CHP and/or Cogeneration Process,1003899,325199,325199,2015,TX,260,GP-Combustion Sources,OCS (Other combustion source),28.570964,-96.83341,Facility,POINT (-10779445.89297629 3321151.873780994),GREEN LAKE PLANT,339.2506963,339.2506963,902.6915381,0.017078936,0.017078936,0.0454443,2,2,3,220.0,220.0,457.18791065069365,Other Basic Organic Chemicals,INEOS USA LLC
99,44787,MENOMINEE,MENOMINEE COUNTY,26109,Process Heating,1007603,322110,322110,2015,MI,800,Natural Gas Boiler #635-93A,PRH (Process Heater),45.58036988,-87.55660994,County,POINT (-9746757.234106075 5713356.323732057),Unknown,235.77075225,235.77075225,733.0190456500001,0.0118694329999999,0.0118694329999999,0.036902458,2,2,5,220.00000000000003,220.00000000000003,477.77550066853433,Pulp Mills,FIBREK INC
100,48259,NEWCASTLE,WESTON COUNTY,56045,Process Heating,1004459,324110,324110,2015,WY,600,H-21 Vapor Combustor,"TODF (Thermal oxidizer, direct fired, no heat recovery)",43.84933,-104.215,Facility,POINT (-11601160.73302101 5442155.182698792),WYOMING REFINING COMPANY,127.70023634,127.70023634,339.78978974,0.006428827,0.006428827,0.017106075,2,2,3,220.0,220.0,457.1879106599079,Petroleum Refineries,"Wyoming Investment Holdings, LLC"
101,48275,WILMINGTON,LOS ANGELES,6037,Process Heating,1002461,324110,324110,2015,CA,600,GHG- Natural Gas Combustion,"ICI (Incinerator, commercial and industrial)",33.7783,-118.2351,Facility,POINT (-13161871.12589178 3999071.838756694),ULTRAMAR INC WILMINGTON REFINERY,380.70628657,380.70628657,1012.99819607,0.019165939,0.019165939,0.050997481,6,6,9,220.0,220.0,457.1879106420412,Petroleum Refineries,VALERO CORP
102,48288,PASADENA,HARRIS,48201,Process Heating,1005903,324110,324110,2015,TX,600,HTREF201,PRH (Process Heater),29.723889,-95.208888,Facility,POINT (-10598604.93115381 3468107.49423528),PASADENA REFINING SYSTEM,778.2767974999999,778.2767974999999,2070.8693805000003,0.039180874,0.039180874,0.104254005,2,2,3,220.00000000000003,220.00000000000003,457.1879106259256,Petroleum Refineries,PETROBRAS AMERICA INC
105,48321,NORCO,ST. CHARLES PARISH,22089,Process Heating,1009080,324110,324110,2015,LA,600,2005-39,"ICI (Incinerator, commercial and industrial)",29.985278,-90.392778,Facility,POINT (-10062478.01834942 3501657.608004008),"Valero Refining - New Orleans, L.L.C.",278.612876939,278.612876939,741.344053657,0.0140262339999999,0.0140262339999999,0.03732156,4,4,6,220.00000000000003,220.00000000000003,457.18791064073935,Petroleum Refineries,VALERO CORP
106,48322,WESTLAKE,CALCASIEU,22019,Process Heating,1006012,324110,324110,2015,LA,600,WLPT,"TODF (Thermal oxidizer, direct fired, no heat recovery)",30.242155,-93.274386,Facility,POINT (-10383257.15357525 3534714.742167235),PHILLIPS 66 CO - LAKE CHARLES REFINERY,488.813326578,488.813326578,546.338895937,0.0246082834,0.0246082834,0.0274790361,9,9,14,220.0,220.0,260.011276002836,Petroleum Refineries,Phillips 66
107,48331,ARDMORE,CARTER COUNTY,40019,Process Heating,1007786,324110,324110,2015,OK,600,H-210001,PRH (Process Heater),34.20569,-97.10417,Facility,POINT (-10809586.75830347 4056454.720639093),VALERO REFINING CO -OKLAHOMA VALERO ARDMORE REFINERY,553.4303396,553.4303396,1472.5891203,0.027861405,0.027861405,0.074134717,2,2,3,220.0,220.0,457.1879106337847,Petroleum Refineries,VALERO CORP
108,48335,Tyler,SMITH,48423,Process Heating,1006444,324110,324110,2015,TX,600,SRU1 Furnance-92-F-004,F (Furnace),32.362643,-95.280179,Facility,POINT (-10606541.00897196 3811007.858374303),"Delek Refining, Ltd",1072.053432057,1072.053432057,2852.561754714,0.053970503,0.053970503,0.1436068399999999,12,12,18,220.0,220.0,457.18791065313707,Petroleum Refineries,DELEK US HOLDINGS INC
109,48344,PAULSBORO,Gloucester,34015,Process Heating,1007844,324110,324110,2015,NJ,600,MVRU,"TODF (Thermal oxidizer, direct fired, no heat recovery)",39.84,-75.2583,Facility,POINT (-8377715.633967421 4842718.683627557),Paulsboro Refining Company LLC,624.02036454,624.02036454,1660.41782314,0.031415125,0.031415125,0.083590596,4,4,6,220.00000000000003,220.00000000000003,457.1879106448219,Petroleum Refineries,PBF Energy
110,48357,KROTZ SPRINGS,SAINT LANDRY,22097,Process Heating,1007622,324110,324110,2015,LA,600,EQT089,"TODF (Thermal oxidizer, direct fired, no heat recovery)",30.526504,-91.748383,Facility,POINT (-10213383.27666624 3571408.14728136),ALON REFINING KROTZ SPRINGS INC,59385.70892886,59385.70892886,67536.08212708001,2.9896613009999995,2.9896613009999995,3.399976439,7,7,9,220.0,220.0,265.8590684827679,Petroleum Refineries,"AlonUSA Energy, Inc."
111,48369,COMMERCE CITY,ADAMS,8001,Process Heating,1007923,324110,324110,2015,CO,600,H-25,"ICI (Incinerator, commercial and industrial)",39.80488,-104.94298,Facility,POINT (-11682199.09592869 4837628.353053593),SUNCOR ENERGY (USA) COMMERCE CITY REFINERY,300.8807304,300.8807304,800.5952302000001,0.015147272,0.015147272,0.040304454,2,2,3,220.0,220.0,457.187910645636,Petroleum Refineries,SUNCOR ENERGY (USA) INC
112,48409,LINDEN,UNION,34039,Process Heating,1004305,324110,324110,2015,NJ,600,MVR,"TODF (Thermal oxidizer, direct fired, no heat recovery)",40.6365,-74.2199,Facility,POINT (-8262121.474727685 4958872.444623591),Phillips 66 BAYWAY REFINERY,108.64261629,108.64261629,289.08052799,0.005469408,0.005469408,0.014553214,2,2,3,220.0,220.0,457.1879106584857,Petroleum Refineries,Phillips 66 Company
113,48412,Galena Park,HARRIS COUNTY,48201,Process Heating,1011719,324110,324110,2015,TX,600,F-201,PRH (Process Heater),29.85748873,-95.39302715,County,POINT (-10619103.20756692 3485244.470122881),Unknown,2925.771514,2925.771514,7785.007421,0.147292439,0.147292439,0.391921489,2,2,3,220.0,220.0,457.1879106600534,Petroleum Refineries,"Kinder Morgan Energy Partners, LP"
114,48423,HOUSTON,HARRIS,48201,Process Heating,1004130,324110,324110,2015,TX,600,433 Claus Furnace,F (Furnace),29.7125,-95.235833,Facility,POINT (-10601604.43483324 3466647.672195872),HOUSTON REFINING,1668.6425822,1668.6425822,4439.9895282,0.084004658,0.084004658,0.2235228829999999,2,2,3,220.0,220.0,457.1879106451268,Petroleum Refineries,LYONDELLBASELL
115,48424,Cheyenne,LARAMIE,56021,Process Heating,1007922,324110,324110,2015,WY,600,CP-Heaters and Engines,OCS (Other combustion source),41.128381,-104.787925,Facility,POINT (-11664938.45228374 5031296.313704873),Frontier Refining LLC,4103.31123074,4103.31123074,4831.719000582,0.206573451,0.206573451,0.243243753,10,10,19,220.0,220.0,277.2870550846643,Petroleum Refineries,HollyFrontier Corporation
116,48430,TEXAS CITY,GALVESTON,48167,Process Heating,1008938,324110,324110,2015,TX,600,MVDU,"ICI (Incinerator, commercial and industrial)",29.369167,-94.911111,Facility,POINT (-10565456.54714387 3422717.155620835),VALERO REFINING TEXAS CITY REFINERY,846.3732635,846.3732635,2252.0631245000004,0.042609062,0.042609062,0.113375862,2,2,3,220.0,220.0,457.1879106624037,Petroleum Refineries,VALERO CORP
117,48436,CORPUS CHRISTI,NUECES,48355,Process Heating,1006959,324110,324110,2015,TX,600,H-TK-55,PRH (Process Heater),27.810775,-97.436658,Facility,POINT (-10846599.15315835 3225137.72527664),VALERO CORPUS CHRISTI REFINERY EAST PLANT,1678.8935746,1678.8935746,4467.265770599999,0.084520725,0.084520725,0.224896055,4,4,6,220.0,220.0,457.1879106574149,Petroleum Refineries,VALERO CORP
118,62369,AUGUSTA,RICHMOND COUNTY,13245,CHP and/or Cogeneration Process,1004340,325311,325311,2015,GA,260,CP-001,OCS (Other combustion source),33.44461,-81.93266,Facility,POINT (-9120701.990538415 3954468.299369816),"PCS NITROGEN FERTILIZER, L.P.",938.751293703,938.751293703,2869.2377367130007,0.04725966,0.04725966,0.144446353,6,6,15,220.0,220.0,475.6723825834644,Nitrogenous Fertilizers,"Potash Holding Company, Inc."
119,62370,BEATRICE,GAGE COUNTY,31067,CHP and/or Cogeneration Process,1006575,325311,325311,2015,NE,260,CP-1,OCS (Other combustion source),40.319147,-96.841297,Facility,POINT (-10780323.86980017 4912428.814546465),"KOCH FERTILIZER BEATRICE, LLC",1207.5489662,1207.5489662,3213.0935782,0.0607917709999999,0.0607917709999999,0.161757125,2,2,3,220.0,220.0,457.1879106574102,Nitrogenous Fertilizers,KOCH INDUSTRIES INC
120,62371,PRYOR,MAYES,40097,CHP and/or Cogeneration Process,1005867,325311,325311,2015,OK,260,GP-Natural Gas Combustion Sources,OCS (Other combustion source),36.241247,-95.278349,Facility,POINT (-10606337.29430381 4333867.563973706),PRYOR CHEMICAL COMPANY,246.50503491,246.50503491,655.91025021,0.01240983,0.01240983,0.0330205619999999,2,2,3,220.0,220.0,457.1879106389793,Nitrogenous Fertilizers,LSB INDUSTRIES INC
121,62372,COFFEYVILLE,MONTGOMERY COUNTY,20125,CHP and/or Cogeneration Process,1002170,325311,325311,2015,KS,260,GP-NGComb,OCS (Other combustion source),37.04536,-95.60517,Facility,POINT (-10642718.84160436 4445431.273644761),COFFEYVILLE RESOURCES NITROGEN FERT.,593.769955411,593.769955411,2066.719574511,0.0298922009999999,0.0298922009999999,0.104045059,8,8,16,220.00000000000003,220.00000000000003,490.82573860579686,Nitrogenous Fertilizers,CVR ENERGY INC
122,62373,WOODWARD,WOODWARD COUNTY,40153,CHP and/or Cogeneration Process,1005788,325311,325311,2015,OK,260,CP-1,OCS (Other combustion source),36.436389,-99.471111,Facility,POINT (-11073073.42516119 4360835.163743026),TERRA INTERNATIONAL (OKLAHOMA) INC,388.076811797,388.076811797,1032.609978287,0.019536994,0.019536994,0.051984799,4,4,6,220.0,220.0,457.1879106499658,Nitrogenous Fertilizers,CF INDUSTRIES HOLDINGS INC
124,62375,Deer Island,COLUMBIA,41009,CHP and/or Cogeneration Process,1005766,325311,325311,2015,OR,260,GP-01,OCS (Other combustion source),45.9122,-122.8286,Facility,POINT (-13673217.20685068 5766290.354889304),Dyno Nobel,910.3583175,910.3583175,2422.3170615,0.045830269,0.045830269,0.121946975,2,2,3,220.0,220.0,457.1879106380146,Nitrogenous Fertilizers,DYNO NOBEL INC
125,62386,DONALDSONVILLE,ASCENSION,22005,CHP and/or Cogeneration Process,1002301,325311,325311,2015,LA,260,No. 5 Urea Boiler,"OB (Boiler, other)",30.101713,-90.953829,Facility,POINT (-10124933.92997848 3516630.812818957),"CF INDUSTRIES NITROGEN, LLC - DONALDSONVILLE NITROGEN COMPLEX",160.18534796,160.18534796,426.22744686,0.008064228,0.008064228,0.021457615,2,2,3,220.0,220.0,457.18791064904445,Nitrogenous Fertilizers,CF INDUSTRIES HOLDINGS INC
126,62387,Lima,ALLEN,39003,CHP and/or Cogeneration Process,1002229,325311,325311,2015,OH,260,GP-nat.gas.comb.,OCS (Other combustion source),40.717499,-84.132274,Facility,POINT (-9365561.900960168 4970761.706568394),"PCS Nitrogen Ohio, L.P.",535.7447965,535.7447965,1425.5307348,0.0269710599999999,0.0269710599999999,0.071765652,2,2,3,220.0,220.0,457.1879106495993,Nitrogenous Fertilizers,PCS NITROGEN FERTILIZER LP
127,62388,EAST DUBUQUE,JO DAVIESS,17085,CHP and/or Cogeneration Process,1005502,325311,325311,2015,IL,260,GP-1,OCS (Other combustion source),42.443146,-90.557628,Facility,POINT (-10080829.03640669 5227593.452692119),RENTECH NITROGEN LLC,982.8925199,982.8925199,2615.3189079000003,0.049481867,0.049481867,0.131663289,2,2,3,220.0,220.0,457.187910646849,Nitrogenous Fertilizers,RENTECH INC
